,JPN,AUS,DEU,FRA,CHE,GBR
2004-10-31,-0.010696883311922534,0.02670114875369567,0.012220481300736497,0.016552904107300925,-0.009128214655257372,0.0037846784747503914
2004-11-30,0.019439571453105486,0.03517026933310663,0.04147421074443569,0.015467481015652096,0.02450878379873389,0.012810588919650145
2004-12-31,0.055232139524104884,0.01606478269673839,0.02715593970700847,0.022801246595214986,0.04321908069378999,0.019979801839075995
2005-01-31,0.006553911124223211,0.010089319447153855,0.01017692298584072,0.03143013497041747,0.029800193400349784,0.0042033097098224115
2005-02-28,0.033818743048133815,0.013869407664078848,0.027120091481000363,0.0361053530597677,0.041903030357983484,0.017251858510856755
2005-03-31,0.01947288433668448,-0.01782174191963115,-0.0008101485968470268,0.01025403295808669,0.003695256041634787,-0.014978436862697508
2005-04-30,-0.032484325163771866,-0.04147222351750035,-0.026790134109344943,-0.024256761333945165,-0.005719378893904059,-0.02542070560564602
2005-05-31,0.021374929863417158,0.01848396944144781,0.057585895752087835,0.06243507293071282,0.0449407751397739,0.030706433474198658
2005-06-30,0.03969857962101908,0.03684337522333503,0.0331086766001073,0.03547563218785721,0.029499190204028136,0.025866158375414172
2005-07-31,0.027391941859507885,-0.0028590832584804993,0.06783121570415673,0.05601254458942351,0.06419380202070979,0.029622777726836302
2005-08-31,0.06417594456389109,0.011473731049081337,-0.0035424538091706204,-0.010649873473424387,0.000435161049323618,0.004932480319515875
2005-09-30,0.1307218344143668,0.043553188775333096,0.04019772360248086,0.04693963457209027,0.07012134165726447,0.028138633336851515
2005-10-31,0.03586960893274804,-0.0397142493790722,-0.01796628583243065,-0.03171456722862098,0.015194555603649462,-0.02554064424341196
2005-11-30,0.07617247469288047,0.03329616020318471,0.04746519401088989,0.03772254023866162,0.06085436574400371,0.02852963237840478
2005-12-31,0.09452288354762128,0.023557349116720694,0.044310994185171815,0.039567461448202,0.04085507769799035,0.04082474586553597
2006-01-31,0.046307057710705424,0.03206447348258856,0.06157742846994496,0.051871296126550726,0.04524646425358225,0.019901222183369205
2006-02-28,-0.018658612463083313,0.0060964959116062145,0.03941215631054873,0.020271517783178483,0.03360461374923518,0.021318358128679993
2006-03-31,0.0625583337324489,0.040554243983572436,0.03881845126072836,0.049767453020231445,0.0396178244042773,0.03596094095000857
2006-04-30,0.005596710147345529,0.025587736262107974,0.014965824656306692,0.008522671257105152,0.031061986739193914,0.008594831486925969
2006-05-31,-0.06091480080799372,-0.043890367507571804,-0.04179784356156824,-0.031197355611619182,-0.04234639347895908,-0.044531006574432874
2006-06-30,0.018337790662314446,0.015717043237470252,0.0012763576539817079,0.01904000812063522,0.009378765357668462,0.021478173660546274
2006-07-31,0.001093670936727964,-0.014661570519179268,0.010907491688896931,0.017430614011111345,0.04270210624886439,0.01527204294768758
2006-08-31,0.05721707412125432,0.031185789598079827,0.03495639307607479,0.0397266005289556,0.04223051025651614,0.009843131883579659
2006-09-30,0.006758781066607433,0.010773104198879446,0.03834924527909056,0.023731061441305767,0.054999581409849285,0.019113419995560932
2006-10-31,0.022033331420361346,0.04333175220110008,0.04288981745376508,0.02819371471289145,0.035516891391210725,0.029881812825745424
2006-11-30,0.007271950303880503,0.021554215775101415,0.011300515634524277,0.011565148424716787,0.007765869585717011,-0.0018960186038574633
2006-12-31,0.06235553367493096,0.03453527370388376,0.052678789313545304,0.04973223264097448,0.05711173489369736,0.03424738303872288
2007-01-31,0.03991774103419088,0.015744767182030772,0.03958736115350581,0.016153527712730043,0.05294047908811739,-0.0015929439201066709
2007-02-28,0.032147308578371,0.013701809303608092,-0.0020193733053652796,-0.005556254805518135,-0.023433397631866137,-0.0020975102713124416
2007-03-31,0.00018510364098767162,0.031917754973556534,0.038741610290526696,0.03711583245129213,0.043662015122258646,0.03169959796828792
2007-04-30,0.005727857184872787,0.026762355346833022,0.05828083727526856,0.05143150706418309,0.06954269373670774,0.022550535197514154
2007-05-31,0.04261074475650395,0.025413087229167353,0.05526305518049268,0.04731953262551403,0.02255032537624202,0.024608293612174537
2007-06-30,0.025855351980376806,-0.0032606632448490824,0.010445559009901073,0.008993947833908278,-0.013608331897038362,-0.01374511047972482
2007-07-31,-0.02666358645363498,-0.019320796478244917,-0.03412484155564255,-0.041939396235083026,-0.02544868965337499,-0.03599032922097911
2007-08-31,-0.04075319798443677,0.008985219367485753,-0.0005359818633954294,-0.014843918522723376,0.002071031918340349,-0.00414473789134262
2007-09-30,0.024711492901045684,0.05233745189251837,0.02388822083924702,0.005890796778743823,0.013982958680362145,0.010351805898044075
2007-10-31,0.02325325107717746,0.02827198000686071,0.028635448950597553,0.03075081389500145,0.031627534819421044,0.040130665105206687
2007-11-30,-0.039956315022324995,-0.04030771929987764,-0.022103326583836513,-0.026643511517841834,-0.02967417251988691,-0.04493909236643667
2007-12-31,-0.021043530526040133,-0.028505767860039444,0.015020948634872466,-0.010339371596516989,-0.01699766071508213,-0.004374976023666433
2008-01-31,-0.07974782488950027,-0.1256576810036979,-0.12571820032612502,-0.13630816563017167,-0.10042704225821275,-0.0922482831349164
2008-02-29,-0.005006806271078634,-0.013613489372080068,-0.006168480188045944,-0.022691511320236613,-0.00886214536259855,0.0001899953720461145
2008-03-31,-0.06266346041616466,-0.05610265833284156,-0.031063434887628083,-0.02367265184832401,-0.03342277711569941,-0.02458889239260098
2008-04-30,0.11131094099723404,0.032354226549071496,0.046690155787313836,0.06299597467771623,0.06835524876395072,0.0426171836365552
2008-05-31,0.043523377946198316,0.010758740464462013,0.015866448349071804,0.015769713720436007,0.013865458894707139,-0.01461452500796001
2008-06-30,-0.05432131001242879,-0.09401063206092464,-0.09024702864643486,-0.12032924217670093,-0.0873515788646182,-0.08442333133953706
2008-07-31,-0.006495408484631482,-0.06148704269828742,-0.013345009210056213,-0.02539425622128788,0.012823286729433225,-0.041961859016514835
2008-08-31,-0.02873574463153572,0.024899661020882036,-0.010095432220349476,0.018677673460452904,0.02513434840338069,0.039925212411874966
2008-09-30,-0.12808762973230003,-0.09093884557742982,-0.08559183612686283,-0.0926764739611955,-0.0835492046399613,-0.12395626209007127
2008-10-31,-0.1957910863518495,-0.14723046236027015,-0.22755256738079732,-0.12793376072679463,-0.10157663504211945,-0.11110615811735469
2008-11-30,-0.01994347616899539,-0.06985256499899217,-0.05317357539313705,-0.059720783990359294,-0.04765903644632652,-0.02845465199690045
2008-12-31,0.03664049127822033,-0.003989910159614363,0.03361320703734538,-0.013897581129363346,-0.03517568860491216,0.027700402457366047
2009-01-31,-0.07167269578485858,-0.05652560386734362,-0.0936359622243167,-0.06865848407791064,-0.039435631117800796,-0.06219628720231585
2009-02-28,-0.040749928604918995,-0.05942857438203786,-0.10558291384281826,-0.10031057617383321,-0.09183476132023316,-0.06560313601474987
2009-03-31,0.029869456580501552,0.07712521440100262,0.03812037687941694,0.031874787279784655,0.02635465020403105,0.015752873171663184
2009-04-30,0.0795835182055753,0.057504885508227854,0.159536252240426,0.13729060693335748,0.12377210107937198,0.09594824499999732
2009-05-31,0.07204600838755337,0.01112716590834828,0.04022022342428455,0.04717312800814799,0.03586106327361782,0.04200983843888473
2009-06-30,0.04060359650725265,0.03308044958022682,-0.024674545645451684,-0.031073925567529526,0.009898207259893654,-0.02818038832440206
2009-07-31,0.023111426399707313,0.06929910866160771,0.08341627240639804,0.0772456413584699,0.08619974211579429,0.08499791118899735
2009-08-31,0.016359265844061444,0.06171607372624277,-0.0034118357471786265,0.07583462019018983,0.05150273303332331,0.07771255915918562
2009-09-30,-0.04498938548173059,0.055495629109640676,0.03210302880135707,0.04876426395379618,0.029414657230510954,0.03992762350840784
2009-10-31,-0.020427313561025007,-0.03200656908421373,-0.04047093930600487,-0.039735613094548095,-0.009410215958500445,-0.021294055785417543
2009-11-30,-0.061555005782643835,0.004632972950010861,0.028411250889584738,0.009089935426202733,-0.0013782644033053515,0.019456829041772816
2009-12-31,0.07855699304993902,0.023341661784782364,0.04565359777223066,0.05292320585301813,0.03958006573355921,0.04032033829252868
2010-01-31,-0.007799418134839975,-0.06538085991660536,-0.04098170718476024,-0.03292748396311451,-0.00996927345546661,-0.030647479888311735
2010-02-28,-0.007884251631461447,0.004029932145858561,-0.006907421079380915,-0.011688544734351658,0.03415496585341593,0.03052409944080925
2010-03-31,0.09724910323662572,0.04259070450272939,0.08378264875741126,0.0665019235293346,0.04726805457209682,0.06403897547147075
2010-04-30,0.00907355372938179,-0.023693888278726538,0.0022442671206550635,-0.02085852666517629,-0.017585216896701006,-0.010609595281809048
2010-05-31,-0.10649000363518224,-0.09009678870203719,-0.02891641213974716,-0.052492153609300596,-0.0382970260038753,-0.06676267115296708
2010-06-30,-0.03796143596700374,-0.04273981014783823,0.003785725951788388,-0.01637765682737391,-0.020729115393762987,-0.044927037816169135
2010-07-31,0.008419402170664059,0.028394525975093732,0.03016432945144021,0.05476838664928585,0.029648309678710794,0.07343593634142476
2010-08-31,-0.05168248874611436,-0.024154678401433705,-0.031129791980294752,-0.03512259890783098,-0.007529021772411548,-0.0033502189961357454
2010-09-30,0.03929648047137646,0.03671095478278019,0.05687496542909165,0.06740430763739513,0.030865089335804452,0.06098691256397348
2010-10-31,-0.023902229347313897,0.005059215699037223,0.051859942422920136,0.03394267967746323,0.022792980292278386,0.01772771715788979
2010-11-30,0.06034248858102087,-0.021753786832906408,0.003837486782057864,-0.048059778300745815,-0.01694309158047269,-0.02676369278809787
2010-12-31,0.04440915697383652,0.0232489199322945,0.039617383816959784,0.047654002887211666,0.027786400822974233,0.06664899088177201
2011-01-31,0.01373275639981908,-0.013118003490317998,0.01501063338256281,0.036703619458219094,0.0011043458136128503,-0.005228731951511856
2011-02-28,0.044700817964133055,0.007135804979484517,0.0202139305205411,0.024399276173587392,0.028142547000171936,0.02233585406191585
2011-03-31,-0.07045301016346828,-0.009067222964785238,-0.021372351647030108,-0.0295669790721369,-0.022692663035539073,-0.015893179698803772
2011-04-30,-0.0165669530256487,-0.02114689543735726,0.04867958578069975,0.030018619742421593,0.03627557385591973,0.028450266153699943
2011-05-31,-0.012606557873861335,-0.03595977614916135,-0.022303078044672353,0.0005036756820664401,-0.004060740240048544,-0.005640190683816604
2011-06-30,0.012761524899611132,-0.03964311309475699,0.0044186794802405505,-0.006376033595681063,-0.05726940814515824,-0.008065229958074571
2011-07-31,-0.009191348728764703,-0.04697125269441638,-0.03659969683904962,-0.06286820212318278,-0.07833524694124305,-0.02378291922847975
2011-08-31,-0.07703793515436241,-0.034198236244564195,-0.16169526057611672,-0.09996991371077102,-0.04715074549666454,-0.07181538613778238
2011-09-30,0.0004620691598142823,-0.07705074865999595,-0.061197238481253025,-0.08551963018271524,-0.010623760276511018,-0.04565308921121447
2011-10-31,0.001601559469282976,0.056152421519575446,0.09510912373880054,0.0688234251569041,0.04475548792728623,0.07112503766129241
2011-11-30,-0.04518336796821343,-0.04767623034680524,-0.014667270980404101,-0.03828017384882132,-0.017556520987701996,-0.009478332056282346
2011-12-31,0.0046514980649301485,-0.03035080603700102,-0.028170668793679465,-0.006843943507476524,0.036194738838660756,0.003609435872030109
2012-01-31,0.03162968351708917,0.03833953733234963,0.08582716841196247,0.04998337656573493,0.017315700943766554,0.027112414830497533
2012-02-29,0.09670332151594829,0.011770529697543441,0.05252264390386174,0.04303385936124182,0.03687300741448596,0.04162233598007159
2012-03-31,0.035912464478779826,-0.0004211383059986584,0.00968101385220499,-0.004940349347673956,0.02264123789355943,-0.00672193654583908
2012-04-30,-0.054947686375628524,-0.002534992330217145,-0.017324990161995846,-0.04715661484391076,-0.00831423843594048,-0.008747761426906364
2012-05-31,-0.10093272771997264,-0.07951954024141794,-0.06429657589285187,-0.04393409322878805,-0.03327355414047484,-0.06321105951977002
2012-06-30,0.06761109535676035,-0.007309335677267992,0.013785223954642878,0.054546868727372244,0.02609899881483746,0.048375622092127646
2012-07-31,-0.039162029281711086,0.029050613578088802,0.047124785329113905,0.023126065822386632,0.048151109371162404,0.010883087321357232
2012-08-31,-0.0032668526545234222,0.011235508326954191,0.019792260035258247,0.03428920220090359,0.0004144573370592486,0.01570622442544156
2012-09-30,0.01702353300278958,0.00876860703883997,0.02471858203145505,-0.0050677119802795545,0.02088431955072023,0.010475864141051727
2012-10-31,0.004812440800986306,0.020128958363735183,0.016264828837803003,0.019770705357874063,0.016354239106420865,0.010289095889916
2012-11-30,0.04810720688357695,-0.007342834208733606,0.02117195412369699,0.038707095265879676,0.03147031460430161,0.020023349187468398
2012-12-31,0.08660039771516059,0.023330093898237703,0.021846147228057777,0.01867382500862047,0.002928799847484176,0.009463362330365266
2013-01-31,0.09120257767537887,0.04097229907125299,0.028100340677754687,0.030544675184760228,0.07185920502396437,0.05903002334020302
2013-02-28,0.03877223031917021,0.04337420106373058,0.0031968481366920765,0.006837102697102582,0.03276224099839953,0.025274837873533462
2013-03-31,0.0734030776814586,-0.029084742176637035,0.004517068925756318,0.008782450032063682,0.026855537597261225,0.011538158068473248
2013-04-30,0.11947354533859478,0.029026930282481156,0.011777533837291077,0.03274818797921808,0.021785979488547325,0.007031625978272338
2013-05-31,-0.02653242635788522,-0.05335232727794581,0.0503384596377241,0.04074041073272516,0.005594712693008486,0.02482858050154535
2013-06-30,-0.0024358284890072524,-0.03256021837947065,-0.037540046482501865,-0.044748898436127615,-0.03217710434754051,-0.04656739974755053
2013-07-31,-0.00012926526809442507,0.04623540167443407,0.03881645238396869,0.07091869310267285,0.030101384551852295,0.06636216441222564
2013-08-31,-0.02295040920940894,0.017924478410425992,-0.011293148033325262,-0.011891480631793017,-0.008848789607885932,-0.023484436370874162
2013-09-30,0.09018496242575358,0.01526526228760905,0.05192920264073608,0.05892499823009567,0.034432579983624034,0.010324033193284343
2013-10-31,-0.0017474043161943564,0.03168048409229707,0.05045189714532383,0.03462367492079643,0.02725344627161086,0.02551426851769878
2013-11-30,0.04983640242382115,-0.022559233818491897,0.03608542567483641,0.0032647768535185584,0.005167133678534386,-0.008994201454839645
2013-12-31,0.03535357755595281,-0.0003114799789014633,0.011309807992234244,0.0035189673786508724,-0.0010895733618152548,0.01653427283391462
2014-01-31,-0.05809319206953889,-0.036325128423278064,-0.021267637904413217,-0.01953534778985888,0.00207140822728058,-0.031777611642216375
2014-02-28,-0.006703188047413877,0.04102481501730981,0.03817036616422209,0.06116819696952036,0.03567795947004959,0.047274387299918175
2014-03-31,0.0011637215455065908,-0.00427502398830959,-0.012565063965671697,0.004379202221340139,0.006287669521858108,-0.03078611654945118
2014-04-30,-0.03234515167485552,0.00557716239495476,0.0015867662846484887,0.02041977441927534,0.019453511411449798,0.01224534435976743
2014-05-31,0.03366489048905141,-0.0019895566295045075,0.03352330882997301,0.022285989966154607,0.025616642830250558,0.0159517727228764
2014-06-30,0.05124175677723941,-0.023631824856751082,-0.008344385900581619,-0.01816688217869855,-0.013866394743961896,-0.020995617525165322
2014-07-31,0.021421630660084845,0.03563991614750428,-0.04045204418426185,-0.0330199994277407,-0.023260555187534893,-0.011023673808066792
2014-08-31,-0.007908759456088044,-0.000672344915559564,0.004852959048788574,0.019438364797312646,0.02976544348523935,0.017306375408105312
2014-09-30,0.04167935284212776,-0.059028983453451755,-0.0032445849738815813,-0.00011186123788187174,0.007937533133650643,-0.02659638151170185
2014-10-31,0.0043115966684218465,0.031645711714553215,-0.01798923030389865,-0.028712499720637608,-0.0012195408187992696,-0.007918165277010725
2014-11-30,0.05334137328445465,-0.03948108525848093,0.06188715075421436,0.04358295848172189,0.03634058575233656,0.026698543218866666
2014-12-31,0.0009396898059221837,0.00900622094651804,-0.010285248641709543,-0.008070015944816045,-0.00901770462572471,-0.016866601841881712
2015-01-31,0.007900449947650379,0.02258778683201912,0.08240602716673107,0.07362347045558182,-0.06468249522086333,0.02440468239731497
2015-02-28,0.07193568247782789,0.05778344001506741,0.06130863802089637,0.06729022681868513,0.08272452835917254,0.029017364297915016
2015-03-31,0.022394934165398617,-0.006223773696686141,0.0431562144783586,0.014476883792639006,0.022100844757819038,-0.02051649148712975
2015-04-30,0.028550752822077086,-0.02235604959566495,-0.03376452918006856,0.011360994532082502,0.011243526195874765,0.028073863591650206
2015-05-31,0.047101533920988814,-0.0020147325401892457,0.0021790870378348703,0.008975867481230582,0.01968389134948778,0.005007492066162023
2015-06-30,-0.021396456435212485,-0.056515784827727344,-0.03461441666191256,-0.04001973996059416,-0.042168034484369676,-0.05283602028783596
2015-07-31,0.021030719816050647,0.03478349233416078,0.03489300419266783,0.05936971771555566,0.06976686738299398,0.020862251097920614
2015-08-31,-0.07522435989747722,-0.07712476177969996,-0.07599502916830048,-0.07777347750262154,-0.05296994186003767,-0.05580601960629561
2015-09-30,-0.0712479415985734,-0.03380101580595807,-0.04554893178464092,-0.03638864762754768,-0.028226515793049578,-0.019758159818731524
2015-10-31,0.09807124056663952,0.03730944584947915,0.10329528656883025,0.08297185198885171,0.05139993936566345,0.03943059915688363
2015-11-30,0.018309102374789665,-0.011985363494280143,0.03902824297156915,0.010922499099890182,0.009381010100380172,0.004999142691444303
2015-12-31,-0.017936516541095404,0.021570479309174773,-0.04016961727130941,-0.039678674999291674,-0.013514832601201676,-0.012958454402923314
2016-01-31,-0.06748661915209186,-0.059791764381456614,-0.07613756786226344,-0.03824470142762493,-0.04144400084656685,-0.030463828993253173
2016-02-29,-0.0868646041999519,-0.026932311621967298,-0.022046650098822007,-0.013319193130736817,-0.03142551916852587,0.00025885650411727745
2016-03-31,0.05116637150762804,0.04241740404130856,0.04716145791643145,0.014304577943088592,0.006166793239613222,0.012699957593443001
2016-04-30,-0.004835282569481736,0.023714143425756506,0.0059372760626520416,0.017246375480808207,0.029897127653619293,0.006818448723937776
2016-05-31,0.03211249963171858,0.024231070651443698,0.025711417396076186,0.03134249411205903,0.03428839345185741,0.008676288948026634
2016-06-30,-0.08920651109584798,-0.02686809027340753,-0.049446624187593824,-0.04803931540420714,-0.012977601832681152,0.00902333469083838
2016-07-31,0.06148082425051138,0.058477497949477986,0.06648206431534454,0.049245357087284836,0.028183894398697174,0.03968346767799191
2016-08-31,0.0014901276821905896,-0.017824239350380133,0.020719810974290986,0.0065324669336737085,0.01884820705673773,0.02135057158375231
2016-09-30,0.007873917546067144,0.0006236322972410502,0.003213852962655084,0.006608530154846082,0.002644874948019127,0.010148564313405384
2016-10-31,0.04951101175855932,-0.023798510501450765,0.007706335802526998,0.01799929496831587,-0.023873575731255148,0.0009199105039578992
2016-11-30,0.04834129942249443,0.02015277946976668,-0.003827119275364499,0.010918025456149505,0.0173527294771898,-0.02302040035089159
2016-12-31,0.0387301316429729,0.0376162932128008,0.07318273502769279,0.06557960096737969,0.042552056410738226,0.050484188844199696
2017-01-31,0.003744390879584669,-0.010932824140365227,0.01468286435564825,-0.008111332246608538,0.01628624191472894,-0.00013721850304904137
2017-02-28,0.01229046703371628,0.019910382366608026,0.029073394683732934,0.02055399136003322,0.03587796126215714,0.034518359049355296
2017-03-31,-0.0014750987114386938,0.02873285390174085,0.03881730650548376,0.0600149806594823,0.0338133354695519,0.015029405988173705
2017-04-30,0.014511627357084222,0.0037436436686141272,0.01952768221959822,0.045286890854095097,0.04423164380869604,0.003520484894478537
2017-05-31,0.027815344946061193,-0.030686227998486526,0.02652015983697731,0.03817797603862427,0.03091193963402028,0.04735101242109707
2017-06-30,0.02941112332261675,-0.0009597230728823902,-0.018846654292345777,-0.016072160410034675,0.010687203142091262,-0.026538928578773713
2017-07-31,0.007835722648503518,0.0020687086062065596,0.0012799450753451236,-0.002493015449286373,0.022520256227009927,0.01278713522775976
2017-08-31,0.00440015924524173,0.004715356671211701,0.004593581938424407,0.010883333213350221,-0.007404291763479898,0.016892426105500125
2017-09-30,0.04387429558630351,-0.0011594229389122468,0.06276298114626044,0.0488838813603123,0.036097393358902385,-0.00030238709283270104
2017-10-31,0.055547221584376416,0.037759052203999555,0.03368143058191786,0.03291349632270879,0.025491468645792548,0.01867902756781259
2017-11-30,0.021363348767125423,0.018212454078770257,-0.006112816939554455,-0.01037643583148995,0.006438703166731452,-0.016295025633381477
2017-12-31,0.01871159408811085,0.018228596154075127,0.005031776080390182,0.0021131193058041564,0.013646547919992758,0.04791195309371887
2018-01-31,0.01781987764866577,-0.003935229144309771,0.027426302506439626,0.03589104069123916,0.017329361187372383,-0.016586279243826385
2018-02-28,-0.031196094886117187,-0.0015450437101633963,-0.03846861962800474,-0.02328895992816682,-0.03576403346045087,-0.025950822581493505
2018-03-31,-0.011504638208889695,-0.0354385664831407,-0.015513548293881185,-0.005865973790881385,-0.0034582482285607785,-0.014986869553695437
2018-04-30,0.039563487194183344,0.034045178994878134,0.04307116640441977,0.06984511786945646,0.04272421629656431,0.06182544239214227
2018-05-31,-0.009045731383952704,0.014590059876177452,0.011107400870574491,0.012383845632893853,-0.02309667731158671,0.028200000342628706
2018-06-30,-4.8224836547094974e-05,0.029367699888970922,-0.024264979744921256,-0.014932092505003491,0.03244217689763218,0.0030833861951395924
2018-07-31,0.01776396091976218,0.0139585018032512,0.04549540724424028,0.03254814163715414,0.05599020087837214,0.01836114181802706
2018-08-31,-0.00236000424453664,0.019361862122416418,-0.011852098030576297,0.0024946300998471838,-0.006284772242624914,-0.024482229009757606
2018-09-30,0.06025059433404656,-0.011198197814801913,-0.010448011100599341,0.017924204100017715,0.013040909713042836,0.010150781215247817
2018-10-31,-0.08406096487512305,-0.06387276442972589,-0.05260734414065937,-0.061602488268793,-0.01299109660833675,-0.04853406758597101
2018-11-30,0.034425314338582425,-0.020285378009483823,-0.0132241334914448,-0.010366148234493,0.0023000205793548556,-0.011263300698497125
2018-12-31,-0.09557946251912086,-0.003407413318914143,-0.024345431840134935,-0.0074923173526130205,-0.036033084148440975,-0.03733462773664398
2019-01-31,0.055299472853109655,0.03942253567341103,0.0700038526310166,0.06275575811942968,0.0805208611393794,0.052051855526940694
2019-02-28,0.03561586061350608,0.05577539080377947,0.03118246567043803,0.04610254734614494,0.05201089488206412,0.03267705738432425
2019-03-31,0.009054986293886791,0.002548316426709274,0.010980306915943872,0.01873311557276036,0.02465160812724232,0.033567636469439166
2019-04-30,0.02589348733884478,0.025754429476218754,0.07541552852859024,0.05751570345471624,0.05384546414346425,0.029467865386981762
2019-05-31,-0.05422921537404224,0.02154686330088862,-0.043127753835581095,-0.03773270571812326,-0.010516263339794607,-0.024415235715432027
2019-06-30,0.033037688648336894,0.03736434079582018,0.054166843782287866,0.06405222050183623,0.04234794068522596,0.036642976238063896
2019-07-31,0.018793286171745693,0.033906718929995194,-0.003986436871350807,0.0069374543979382475,0.01859779296058517,0.02353523282669967
2019-08-31,-0.02388907683330599,-0.017171104543486915,-0.003838488169002119,0.0037316490304766248,0.007272171857414689,-0.030168039572979755
2019-09-30,0.06368046998117205,0.025069904930693943,0.039641140911212513,0.0367150789216204,0.017543112324995058,0.036112213563167295
2019-10-31,0.05478619517944017,-0.0016729557158013941,0.04864727197514496,0.029919455476754786,0.01506721120052723,-0.0061487360690379855
2019-11-30,0.02700140561401143,0.029248644253483613,0.040391634792558584,0.03858780734946765,0.033112649842362396,0.026804556938317292
2019-12-31,0.018768782854925115,-0.016854705965824057,0.014311763834849334,0.021218129119679352,0.02017882341587196,0.03807350373596141
2020-01-31,-0.01470775675583147,0.048203102876626214,-0.00540358313999445,-0.010569944589444824,0.008175410598567412,-0.025439794239216496
2020-02-29,-0.09704794332675337,-0.07176008283999202,-0.07356020054952339,-0.06740976729959214,-0.06747952670262192,-0.08297460343441365
2020-03-31,-0.05431596581612952,-0.21695595197560125,-0.13815978414585894,-0.1511078291350858,-0.05923474485473279,-0.14759581209132167
2020-04-30,0.04849938685553612,0.10312741862886932,0.10740278273134196,0.05759097856558926,0.052277084122579254,0.05204958462999043
2020-06-30,0.0003889462733499549,0.0243559762236496,0.040412424561832916,0.0442871512594083,0.022746296305216518,0.013159383186551077
2020-07-31,-0.03716910499850978,0.010618461111656208,-0.001241955003779216,-0.022128481496815455,0.0072146883225407965,-0.03597634915889436
2020-08-31,0.07969992681890825,0.03883894815413158,0.051096511588898164,0.0360403878577682,0.027076816523172176,0.022336042856488714
